"data.creators","data.name","data.share","data.symbol","data.uri","data.verified","is_mutable","mint","primary_sale_happened","update_authority","explorer_url","metaResult.name","metaResult.symbol","metaResult.description","metaResult.seller_fee_basis_points","metaResult.image","metaResult.attributes","metaResult.properties.creators","metaResult.properties.category","metaResult.properties.files","metaResult.collection.name","metaResult.collection.family"
"[""9JurCwd2qza7cHyWtbEtR4FJeihPQBE6UwyYwYCkRZcJ"",""F9hwNLJwTMvyozDMjmGF78sHyAAP9wqecvadJ2iKDMeF""]","SPSB #4047","[0,100]","SPSB","https://arweave.net/3EX1d_opTJGIqQGQwjfWhZK1VIRwj5TmaBnfImmozJs","[1,0]",true,"2Ndf4TWJLF9EQt31hWqb32bQ1guv2XpLhiXLsg6Dnj24",true,"7LHYEQcNAYAE5WAkYXztXrjU5f5D8zNQ6akHEaFKsm61","https://explorer.solana.com/address/2Ndf4TWJLF9EQt31hWqb32bQ1guv2XpLhiXLsg6Dnj24","SPSB #4047","SPSB","Solana Pepe Serious Business is all about 6969 generated Pepe's doing serious business stuff.",500,"https://arweave.net/qWkS1HtViTrr5hz_59WFefGnIVa5RaENFwSz6q6Hrfc","[{""trait_type"":""background"",""value"":""Yellow""},{""trait_type"":""type"",""value"":""Og Green""},{""trait_type"":""mouth"",""value"":""Orange Normal Mouth""},{""trait_type"":""clothes"",""value"":""Black Smoking""},{""trait_type"":""headwear"",""value"":""None""},{""trait_type"":""eyewear"",""value"":""Gold Glasses""},{""trait_type"":""cigar"",""value"":""Blunt""}]","[{""address"":""F9hwNLJwTMvyozDMjmGF78sHyAAP9wqecvadJ2iKDMeF"",""share"":100}]","image","[{""type"":""image/png"",""uri"":""https://arweave.net/qWkS1HtViTrr5hz_59WFefGnIVa5RaENFwSz6q6Hrfc""}]","Serious Pepes","Solana Pepe Serious Business"
"[""6USFh4bZeeVEubAu32GtEnYAKR9y3Eh2LV82twUQz8V7"",""8GvFHAh57FznUxbYbkd7jxmYpkTjhHLqrpQEq1AWibqn""]","","[0,100]","COWS","https://testlaunchmynft.mypinata.cloud/ipfs/QmSxpw5GZoU2FngzwHDDUinvDHCXbDoSxBvPyoqQ1VP6xo/501.json","[1,0]",true,"41F2QaHd6U1nhdf7vTekSYMZ7XG4kjSB7GAVeggWzH7x",true,"8GvFHAh57FznUxbYbkd7jxmYpkTjhHLqrpQEq1AWibqn","https://explorer.solana.com/address/41F2QaHd6U1nhdf7vTekSYMZ7XG4kjSB7GAVeggWzH7x","Cow501","COWS","999 Cows arrived from the farm to stay. Not affiliated to Bull Empire. Will be listed on Magic Eden.",500,"https://testlaunchmynft.mypinata.cloud/ipfs/QmbYWrcm54kNuzZGp8SNvAKB7cL9icaBUFqeTkNbuhCmos/501.png","[{""trait_type"":""Background"",""value"":""Grey""},{""trait_type"":""Body"",""value"":""Brown""},{""trait_type"":""Clothes"",""value"":""Black T-Shirt""},{""trait_type"":""Eyes"",""value"":""Patch""},{""trait_type"":""Face"",""value"":""Cigar""},{""trait_type"":""Head"",""value"":""None""},{""trait_type"":""Rarity Rank"",""value"":419,""display_type"":""number"",""max_value"":999}]","[{""address"":""8GvFHAh57FznUxbYbkd7jxmYpkTjhHLqrpQEq1AWibqn"",""share"":100}]","image","[{""uri"":""https://testlaunchmynft.mypinata.cloud/ipfs/QmbYWrcm54kNuzZGp8SNvAKB7cL9icaBUFqeTkNbuhCmos/501.png"",""type"":""image/png""}]","Cow Empire","LaunchMyNFT"
"[""HHhtpaJeaomUByUZ9hYbkPu4N2uG4KFVkFukZPDu1rNS"",""4XMzMqatg8JjuQiHm6Zxr2oJs5T57AGv8vRqV6Bish3u""]","Metazilla #1503","[0,100]","ZILLA","https://arweave.net/pGviTDVG3a3vpNJGoSrMc7IP1hWYUfUz0-f66jGbUPU","[1,0]",true,"9wpLGHi1gQhToAEmKxXZCMfNnjX6JNMaCjugYGdwHsUg",true,"4kkNw9CDTjyXeJhbWJEDbmqT32y2GetmtKiZwHTzX9Pp","https://explorer.solana.com/address/9wpLGHi1gQhToAEmKxXZCMfNnjX6JNMaCjugYGdwHsUg","Metazilla #1503","ZILLA","1,555 unique, pixelated Zillas that have escaped Zillaverse and are now targeting the Solana blockchain",1000,"https://arweave.net/ok8NzApm9K-3-T-EdNRJnNI7yrpc7cAxcnD5743-lxA?ext=png","[{""trait_type"":""Background"",""value"":""Solana Gradient""},{""trait_type"":""Skin"",""value"":""Skeleton""},{""trait_type"":""Neck"",""value"":""None""},{""trait_type"":""Mouth"",""value"":""Bubblegum""},{""trait_type"":""Head"",""value"":""Beanie""},{""trait_type"":""Eyes"",""value"":""Snowflake Eyes""}]","[{""address"":""GTptYnQ34BNHvzHWkqyqH5AvyM8Ht3kSvJhWekWq34KK"",""share"":100}]","image","[{""uri"":""https://arweave.net/ok8NzApm9K-3-T-EdNRJnNI7yrpc7cAxcnD5743-lxA?ext=png"",""type"":""image/png""}]",,
"[""CUeARnKwwmZrSmadDDtFmPeDivTziRRp71A4Ts1oqJVv"",""GyJbbKak8FKyCeSanb4iCcSu4u2KeijQpjFXgwkJ7oon""]","Metabro #124","[100,0]","","https://arweave.net/HEx9PEt2aKP6le2cgwxBg9bEcmsWKM1w_hQeXVlKzrQ","[0,0]",false,"4oepzUSM1WpvrXscyKnoECNsX8KoR7ipVtGsbuBFpiTE",true,"GyJbbKak8FKyCeSanb4iCcSu4u2KeijQpjFXgwkJ7oon","https://explorer.solana.com/address/4oepzUSM1WpvrXscyKnoECNsX8KoR7ipVtGsbuBFpiTE","Metabro #124","","2462 highly unique Metabros looking for a Metabae.",500,"https://www.arweave.net/4iIu3SKjqU_V4e0SL5bEhXxUGcCl95areCkWtX1NzOU?ext=png","[{""trait_type"":""Backgrounds"",""value"":""Pink Splatter""},{""trait_type"":""Back Accessory"",""value"":""Robot Arms Blue""},{""trait_type"":""Skin"",""value"":""Black Alien""},{""trait_type"":""Skin Features"",""value"":""Orange Demon""},{""trait_type"":""Nose"",""value"":""Triangle""},{""trait_type"":""Lips"",""value"":""Spiked Smile""},{""trait_type"":""Eyes"",""value"":""Pink Sly""},{""trait_type"":""Eyebrows"",""value"":""Sharpened""},{""trait_type"":""Face Feature"",""value"":""Grey Full""},{""trait_type"":""Face Accessory"",""value"":""Black Reading Glasses""},{""trait_type"":""Head Accessory"",""value"":""Yellow Hell""},{""trait_type"":""Hair"",""value"":""Clean Purple""},{""trait_type"":""Neck"",""value"":""Red Blood ""},{""trait_type"":""Outfit"",""value"":""White Laced""},{""trait_type"":""FX"",""value"":""Sliced Shade""}]","[{""address"":""CUeARnKwwmZrSmadDDtFmPeDivTziRRp71A4Ts1oqJVv"",""share"":100},{""address"":""GyJbbKak8FKyCeSanb4iCcSu4u2KeijQpjFXgwkJ7oon"",""share"":0}]","image","[{""uri"":""https://www.arweave.net/4iIu3SKjqU_V4e0SL5bEhXxUGcCl95areCkWtX1NzOU?ext=png"",""type"":""image/png""}]","Metabros","Metabaes"
"[""2oFY3Y6E19mwMzZ1xqFHPfPoqH6nrDBbugNqDojSae9v"",""9e4P9c1NummiMCWFtgX53ZMiJsnFzxw5Ujma6MYxGYDi"",""5BMQFFCJMKZAg6qPkGMWFLN8jWaQBJ9YAGocJBjtaXiv"",""CzFuahYZf5rsakiNiLSUXTwuXHQFCdx7hwRMWBem3hNN""]","Metafrog 1707","[0,85,5,10]","","https://arweave.net/qLNXbQlWNhz9YK3uaS9EzZbtDBRDHyNsSOuXrE1EuWI","[1,0,0,0]",true,"FzQz45kQZy6Kv9MFzXhmoNp9vchJjn22PxaSMCt4LMpb",true,"CzFuahYZf5rsakiNiLSUXTwuXHQFCdx7hwRMWBem3hNN","https://explorer.solana.com/address/FzQz45kQZy6Kv9MFzXhmoNp9vchJjn22PxaSMCt4LMpb","Metafrog 1707","","Notorious for discovering the mutant gene, the Metafrogs have eliminated the previous leaders in government and have taken control of all business conducted in the Metaverse.",500,"https://arweave.net/jQ9cPPAIQ6wXsCFOtpepBkrOYOFlMLYdPJ7ygTrvYQk","[{""trait_type"":""Background "",""value"":""Purple""},{""trait_type"":""Body"",""value"":""Leopard""},{""trait_type"":""Dress"",""value"":""After Hours""},{""trait_type"":""Ties"",""value"":""Classic Black""},{""trait_type"":""Items"",""value"":""Calculator""},{""trait_type"":""Mouth"",""value"":""Smug""},{""trait_type"":""Hats"",""value"":""King""},{""trait_type"":""Eyes"",""value"":""Matric""}]","[{""address"":""9e4P9c1NummiMCWFtgX53ZMiJsnFzxw5Ujma6MYxGYDi"",""share"":85},{""address"":""5BMQFFCJMKZAg6qPkGMWFLN8jWaQBJ9YAGocJBjtaXiv"",""share"":5},{""address"":""CzFuahYZf5rsakiNiLSUXTwuXHQFCdx7hwRMWBem3hNN"",""share"":10}]",,"[{""type"":""image/png"",""uri"":""https://arweave.net/jQ9cPPAIQ6wXsCFOtpepBkrOYOFlMLYdPJ7ygTrvYQk""}]","Metafrog","Metafrog Business Club"
"[""2C7oLgHpJgtyyzZ5G1pnnmx2hshNCRXASMKpaeVKm9uj"",""6UUdZHiTZ4FPChsBWDpvqqimaK7J4wvNxKzfxUqLTTPK""]","Ghostz #1730","[0,100]","GSTZ","https://arweave.net/7Hfu_dcRvE7IOtaol__qYHyx5LKab5F93YXmoe7oZ8Y","[1,0]",true,"7xhWsfdKSR9R7EnwZVbVQanyGZodXNXaV8hYztZ9VWsx",true,"AKFrL39RaJsaF4GzEsA4dqFccWcRURWyhhoPJ2cVTPZm","https://explorer.solana.com/address/7xhWsfdKSR9R7EnwZVbVQanyGZodXNXaV8hYztZ9VWsx","Ghostz #1730","GSTZ","Where did they come from? Why are they here?",250,"https://www.arweave.net/6-VPQyKWX-fjvmgQ8hFoIfpF5Y8gy_2yaurdGwIeMpE?ext=png","[{""trait_type"":""Background"",""value"":""Purple""},{""trait_type"":""Body"",""value"":""Alien""},{""trait_type"":""Sunglasses"",""value"":""Black Sunglasses""},{""trait_type"":""Hat"",""value"":""Orange Snapback""},{""trait_type"":""Tattoo"",""value"":""None""},{""trait_type"":""Mouth"",""value"":""Blunt""},{""trait_type"":""Drip"",""value"":""None""}]","[{""address"":""6UUdZHiTZ4FPChsBWDpvqqimaK7J4wvNxKzfxUqLTTPK"",""share"":100}]","image","[{""uri"":""https://www.arweave.net/6-VPQyKWX-fjvmgQ8hFoIfpF5Y8gy_2yaurdGwIeMpE?ext=png"",""type"":""image/png""}]",,
"[""2iMvGiLUg8iPVb6hx6CuD85PimsSUTdJuH8MK1MGEikX"",""A24hPdr83c4vYQSrXBTHWqGHk94RdMFe9nsGf3dMhaQE""]","Skelly Gang #651","[0,100]","","https://arweave.net/0vNo2qvksfCk9SuxsvA4YELhY7HEiwJzmYwZkDh-yio","[1,0]",true,"AG9b46fanBnqjwETVvJdX3YsZVHkmz7Z2eR1FMVbeG7k",true,"KPc6R78yEFaSw5XpjJnvmDUmQHTTjAYpBr77WZRov4L","https://explorer.solana.com/address/AG9b46fanBnqjwETVvJdX3YsZVHkmz7Z2eR1FMVbeG7k","Skelly Gang #651"," ","The Solana Blockchain's NFT Skeleton Turf War",800,"https://arweave.net/_fI-77DhFKYV4C0YyZGu0MO0fBll0bKzOaSfkhb0U2Y","[{""trait_type"":""BACKGROUND"",""value"":""YELLOW""},{""trait_type"":""SKELETON"",""value"":""SKELETON""},{""trait_type"":""OUTFIT"",""value"":""RED HOODIE""},{""trait_type"":""EAR"",""value"":""NONE""},{""trait_type"":""GLASSES"",""value"":""NONE""},{""trait_type"":""HATS"",""value"":""RED HAT""},{""trait_type"":""MOUTH"",""value"":""CIGARETTE""},{""trait_type"":""NECKLACE"",""value"":""NONE""},{""trait_type"":""GANG"",""value"":""BLACK SUIT""}]","[{""address"":""A24hPdr83c4vYQSrXBTHWqGHk94RdMFe9nsGf3dMhaQE"",""share"":100}]","image","[{""type"":""image/png"",""uri"":""https://arweave.net/_fI-77DhFKYV4C0YyZGu0MO0fBll0bKzOaSfkhb0U2Y""}]",,
"[""HMssHCS8rj4tStuFtkuuEDn382wamyXvKooizrX3ZrBg"",""9PvNprKu2wbsZusgRxAxzy9hcPrKfWhRnrBnQJG11ifJ"",""G6RvedRPxHRaCCD8VPdXAmMnwkhNk8L1qGYMSTebL2bd""]","Saint Levi #3256","[0,50,50]","SL","https://arweave.net/YkwXUSxFuxjEO-YoV8-vYCKB0X5RURgx8j3mw0iWBXc","[1,0,0]",true,"48SrgFidEDTh8UHm4qDJVtj32wGs62fTK3dith7bLhAZ",true,"9tqDoTaTnM1VVDgcvSGs9NvbvJtWUNHb4BsSagxaeoSJ","https://explorer.solana.com/address/48SrgFidEDTh8UHm4qDJVtj32wGs62fTK3dith7bLhAZ","Saint Levi #3256","SL","First TV Show Streaming on The Solana Blockchain",500,"https://www.arweave.net/UMUeESkCSFdmG5ndYZsIrsoerG0M5YRdHUjK7n1daLk?ext=png","[{""trait_type"":""Background"",""value"":""Purple""},{""trait_type"":""Body"",""value"":""Regular Body""},{""trait_type"":""Mouth"",""value"":""Surprised""},{""trait_type"":""Eyes"",""value"":""AR Reader""},{""trait_type"":""Head"",""value"":""Long Hairs""}]","[{""address"":""9PvNprKu2wbsZusgRxAxzy9hcPrKfWhRnrBnQJG11ifJ"",""share"":50},{""address"":""G6RvedRPxHRaCCD8VPdXAmMnwkhNk8L1qGYMSTebL2bd"",""share"":50}]","image","[{""uri"":""https://www.arweave.net/UMUeESkCSFdmG5ndYZsIrsoerG0M5YRdHUjK7n1daLk?ext=png"",""type"":""image/png""}]","Saint Levi","Saint Levi"
"[""HvRSZLYSzgGMuYx1ttYJhjeX3pKJn8XZpPiV5w5Nr2JU"",""43XhiCcLeZAxWJHFZ6vQ4RxLYfEpwLRC8pg3tZuPYQp5""]","DAG","[0,100]","XPTCG","https://ipfs.io/ipfs/QmVmvVJVyFqjur2d9ScorjpCCKP5q5B5xXsnZkiUZfTu7f","[1,1]",true,"4x825NnDujgzrzB7Ybp8J6UjGbY7xJbHh8v1SL6SyswP",true,"4wEJCWWFzeJXypQ3RjEV8HpPNHzvcTvPtHwnwv8QdTpZ","https://explorer.solana.com/address/4x825NnDujgzrzB7Ybp8J6UjGbY7xJbHh8v1SL6SyswP","Ex Populus Trading Card Game","XPTCG","Decentralized Autonomous GigaUnits are a collection of hand drawn traits that are run through a generative algorithm to create over 100,000 completely unique trading cards for your collecting enjoyment. All art is made by Oscar-nominated animation studio Calabash. wagmi. dag.expopulus.com",1000,"https://ipfs.io/ipfs/QmUm3wFALddhbT6BciXpqe3HZfs3NfzSmD7r9quE5zhFUQ","[{""trait_type"":""Background"",""value"":""pink burst""},{""trait_type"":""Costume"",""value"":""apprentice""},{""trait_type"":""Body"",""value"":""skin tone 1""},{""trait_type"":""Head"",""value"":""facial traits 2""},{""trait_type"":""Eyes/Nose"",""value"":""cateye glasses""},{""trait_type"":""Mouth/Chin"",""value"":""lollipop""},{""trait_type"":""House"",""value"":""Gods""},{""trait_type"":""Health"",""value"":""Delicate""},{""trait_type"":""Attack"",""value"":""Formidable""},{""trait_type"":""Ability 1"",""value"":""Blizzard""},{""trait_type"":""Rarity"",""value"":""rare""},{""trait_type"":""Power"",""value"":""481""},{""trait_type"":""Set Name"",""value"":""DAGs""},{""trait_type"":""Set Number"",""value"":""1""},{""trait_type"":""Edition"",""value"":""1st Edition""},{""trait_type"":""Card Number"",""value"":""4523""}]","[{""address"":""43XhiCcLeZAxWJHFZ6vQ4RxLYfEpwLRC8pg3tZuPYQp5"",""share"":100}]","image","[{""uri"":""https://ipfs.io/ipfs/QmUm3wFALddhbT6BciXpqe3HZfs3NfzSmD7r9quE5zhFUQ"",""type"":""image/png""},{""uri"":""https://ipfs.io/ipfs/QmP5K58BG6ZnyMNCQHGocqYjxwXZ9tx52bUAKebkahbpHK"",""type"":""image/png""},{""uri"":""https://ipfs.io/ipfs/QmY9KQYHTMxGHK7VizvmyqDFxR5LgRfEGjkJmuuax7nvVL"",""type"":""image/png""}]","Decentralized Autonomous GigaUnits","Ex Populus Trading Card Game"
"[""4dWLJixeFQXTvEk1dv7x51oso9BbXca2WmtYZAtLMEew"",""5qzjZDUKVYQ5UQ6B72qSXDwD4EzaRTy8UmMdwvxQnJM1""]","tameggo3042","[0,100]","TMG","https://arweave.net/Sc0w6A9jxTBhBpVVGMfSqitDoTfPQCTCNQsTYd55goI","[1,0]",true,"2iJhAxJqeV7dLVsX3YPDCAqrcKxj5DJJnX1oApNPP14X",true,"5qzjZDUKVYQ5UQ6B72qSXDwD4EzaRTy8UmMdwvxQnJM1","https://explorer.solana.com/address/2iJhAxJqeV7dLVsX3YPDCAqrcKxj5DJJnX1oApNPP14X","tameggo3042","TMG","Ticket for Settlers of the Metaverse game",5000,"https://www.arweave.net/F-v10uytN69_6rv8-9k6_2gWE5JSDitisKBx_pUtVOc?ext=png","[{""trait_type"":""ticket"",""value"":""Tameggo""}]","[{""address"":""5qzjZDUKVYQ5UQ6B72qSXDwD4EzaRTy8UmMdwvxQnJM1"",""share"":100}]","image","[{""uri"":""https://www.arweave.net/F-v10uytN69_6rv8-9k6_2gWE5JSDitisKBx_pUtVOc?ext=png"",""type"":""image/png""}]",,
"[""8E6YCfNG1VnjZYB6RXKnvfTeZYX5yTcMuYo4DwjUmZ8k"",""e7DoCDqs9ge7zLYLQkDToKLobERk4mk6JZJ3sgubkUu""]","Chinese Drag0ns #259","[0,100]","CD0","https://arweave.net/jC4zON8eYES-YXb4beOmk4kaNAGp-OptI9p2xt8Ng4I","[1,0]",true,"9BpCaLGVHqTR5gWCZ6RNDfnz8Ub9haexQDZbmzjmjKYF",true,"e7DoCDqs9ge7zLYLQkDToKLobERk4mk6JZJ3sgubkUu","https://explorer.solana.com/address/9BpCaLGVHqTR5gWCZ6RNDfnz8Ub9haexQDZbmzjmjKYF","Chinese Drag0ns #259","CD0","An exclusive collection of 1,666 Chinese Drag0nNFTs on the Solana Blockchain",1000,"https://www.arweave.net/_T70I-ohnPpnXmeH4uqU9k0ns1EsS60F1zijYXdMhDE?ext=png","[{""trait_type"":""Background"",""value"":""City""},{""trait_type"":""body"",""value"":""Sakura""},{""trait_type"":""breath"",""value"":""Sakura Breath""},{""trait_type"":""eyes"",""value"":""Blue eyes""},{""trait_type"":""hat"",""value"":""Horn""},{""trait_type"":""marble"",""value"":""none""}]","[{""address"":""e7DoCDqs9ge7zLYLQkDToKLobERk4mk6JZJ3sgubkUu"",""share"":100}]","image","[{""uri"":""https://www.arweave.net/_T70I-ohnPpnXmeH4uqU9k0ns1EsS60F1zijYXdMhDE?ext=png"",""type"":""image/png""}]",,
"[""Gw6HLVFqanwbbPyGZF4Q3YAuFPGXS7N8NwGFNRN532sj"",""BoVrfjoceaVwFv4AW9545TL7kwXXiMSXKQNbds1zxipD"",""7q28tt32CRCy5VMFBkRoJppJLUgHoWLwpSHYJ39295Fk"",""BSWrvzk5upP2q8EfcZ31RcKemhqpPH5VTqsoBdHaQLXM""]","monkeBack #3602","[0,0,70,30]","MBACK","https://arweave.net/3hs9ar7Uorfpdyw1F6Gl642vixJsNr4xGZ5mzEa_sV0","[1,0,0,0]",true,"2RiHKAKBUywzAsSeoTXGvJWmm8rmRmUx34PWCypXBDbQ",true,"BoVrfjoceaVwFv4AW9545TL7kwXXiMSXKQNbds1zxipD","https://explorer.solana.com/address/2RiHKAKBUywzAsSeoTXGvJWmm8rmRmUx34PWCypXBDbQ","monkeBack #3602","MBACK","
this is not art, this is an art statement!

MonkeBacks brings homage to the SMB collection.

This is everybody's chance to own fractions of OG Solana NFT collections.

as an owner of this NFT you are a certified big brain.

kudos to you for owning this NFT.
wagmi!

r0b0
",500,"https://www.arweave.net/j0Z_h43QFtLNyiN05rnH7uIamLhN85poOBGF0xf7NYI?ext=png","[{""trait_type"":""Attributes Count"",""value"":2},{""trait_type"":""Type"",""value"":""Orange""},{""trait_type"":""Clothes"",""value"":""Blue Shirt""},{""trait_type"":""Ears"",""value"":""None""},{""trait_type"":""Mouth"",""value"":""None""},{""trait_type"":""Eyes"",""value"":""None""},{""trait_type"":""Hat"",""value"":""Black Backwards Cap""}]","[{""address"":""BoVrfjoceaVwFv4AW9545TL7kwXXiMSXKQNbds1zxipD"",""share"":0},{""address"":""7q28tt32CRCy5VMFBkRoJppJLUgHoWLwpSHYJ39295Fk"",""share"":70},{""address"":""BSWrvzk5upP2q8EfcZ31RcKemhqpPH5VTqsoBdHaQLXM"",""share"":30}]","image","[{""uri"":""https://www.arweave.net/j0Z_h43QFtLNyiN05rnH7uIamLhN85poOBGF0xf7NYI?ext=png"",""type"":""image/png""}]","monkeBack","MBACK"
"[""CcRPs4jJNNxn9r6Lyqt5zuF8mkTX612fu8vtJu1amaXU"",""DwvRV6N3r2X9gxpkhu4Ffww6jbyQdDv2836cR93JpvC5""]","Harlem '96 - 010","[50,50]","","https://arweave.net/ohmrZprp0avvSEbbQDpVAv1NEbixkAOWPqoD2VbPNmQ","[1,0]",false,"2VZ2VrStiDDVFftwL6BCDpmkbZK4LRtjKtgFySvu1dRs",false,"4dWCF9NcAfmfVk2yY9xhXHrgKxiMWRdwHec6BzPby4C7","https://explorer.solana.com/address/2VZ2VrStiDDVFftwL6BCDpmkbZK4LRtjKtgFySvu1dRs","Harlem '96 - 010","","Young man in his room after school",1000,"https://www.arweave.net/HxIPW9hzgW0rbd26VKFMA4lK1FMtfL8z9Q2QhAL9BtE?ext=jpeg","[{""value"":""Joseph Rodriguez""},{""value"":""3 Card Pack""},{""value"":""Signature Edition ""},{""value"":""Harlem '96""},{""value"":""Shot on Film""}]","[{""address"":""CcRPs4jJNNxn9r6Lyqt5zuF8mkTX612fu8vtJu1amaXU"",""share"":50},{""address"":""DwvRV6N3r2X9gxpkhu4Ffww6jbyQdDv2836cR93JpvC5"",""share"":50}]","vr","[{""uri"":""https://www.arweave.net/HxIPW9hzgW0rbd26VKFMA4lK1FMtfL8z9Q2QhAL9BtE?ext=jpeg"",""type"":""image/jpeg""},{""uri"":""https://www.arweave.net/N_0nTRgub8wTEFaDAZA9IrZqZj49LEZt0grsm27x6qY?ext=glb"",""type"":""glb""}]",,
"[""9kRRzJQuYSXYQvqqcmdF6zMafsCbys9CZFmRtfKuSmBn"",""7E8zGR9c7oiEAqAd2mRnseYSoTCZsG4TuFGZQZ4XnH8y"",""6SyCssfdXWjNw3MoDhYXvAkGKGzr9fXxD611KAmLjncW"",""2TnoBmaeEk7qs2Dw1xvPRXwYQt3f8CHGFSdQHY2Hsyto"",""89j5Wdq5WBBrkBJyrVkB939iDf7kVm5NfERiAbU4CtpA""]","The Historians #1528","[0,30,20,20,30]","BOOP","https://arweave.net/bu7Iu-Niirc0MYyNxUQhW2QgHFhVwowsak3eUP9m8fw","[1,0,0,0,0]",true,"9pTT8ogtojhM37LFGL7aht7SqVV3d9Vi3zpthzLepYiF",true,"5N8rqssSFogn5ymYAhZvqryurr2HYhdxaXcV4EVUFz5X","https://explorer.solana.com/address/9pTT8ogtojhM37LFGL7aht7SqVV3d9Vi3zpthzLepYiF","The Historians #1528","BOOP","The Historians are the keepers of Boopie lore. Collecting one grants you access to reDAO and OpusDAO.",500,"https://www.arweave.net/9NqV7v6d40B-LzUuzG-lOncIF8TyT5j8kDLVB9eLl-s?ext=png","[{""trait_type"":""Background"",""value"":""Purple""},{""trait_type"":""Torso"",""value"":""T Shirt Red""},{""trait_type"":""Skin"",""value"":""Stardust""},{""trait_type"":""Mouth"",""value"":""Nervous""},{""trait_type"":""Nose Eyes"",""value"":""Button Yellow""},{""trait_type"":""Mask Eyes"",""value"":""Carved""},{""trait_type"":""Hat"",""value"":""Third Eye""}]","[{""address"":""7E8zGR9c7oiEAqAd2mRnseYSoTCZsG4TuFGZQZ4XnH8y"",""share"":30},{""address"":""6SyCssfdXWjNw3MoDhYXvAkGKGzr9fXxD611KAmLjncW"",""share"":20},{""address"":""2TnoBmaeEk7qs2Dw1xvPRXwYQt3f8CHGFSdQHY2Hsyto"",""share"":20},{""address"":""89j5Wdq5WBBrkBJyrVkB939iDf7kVm5NfERiAbU4CtpA"",""share"":30}]","image","[{""uri"":""https://www.arweave.net/9NqV7v6d40B-LzUuzG-lOncIF8TyT5j8kDLVB9eLl-s?ext=png"",""type"":""image/png""}]",,
"[""2SyvUMnxCQbi95QVwpbk5GRZYaDB21bzs8t2qBYVCpJZ"",""7HEQzDVTgSHHJwkjhHzhstnVXgwAo7Z556WmBVsq3RJN""]","DEA Dogs #1005","[0,100]","DEA","https://arweave.net/3IXUnfUMVwRvdAUS--aaGBhGqRQffm0MQXwbN62SbOY","[1,0]",true,"EQmVoXu1Rcmmo17JzRqKuhzYH5ZqcArqNzpREp7WAuyT",true,"5WY1xpA6fqBWtEopMG7XCUKQNzj8xoqLh2A7ych7WaCF","https://explorer.solana.com/address/EQmVoXu1Rcmmo17JzRqKuhzYH5ZqcArqNzpREp7WAuyT","DEA Dogs #1005","DEA","3333 DEA Dogs combatting Rezion City's illicit drug trade.",800,"https://www.arweave.net/V-Xa55EsHIczxSUeu4kqn1j0tVKBhafJU-7Pr6MAnyI?ext=png","[{""trait_type"":""Background"",""value"":""Moon Rock""},{""trait_type"":""Body"",""value"":""Gold""},{""trait_type"":""Eyes"",""value"":""Normal""},{""trait_type"":""Headwear"",""value"":""Aqua Beanie""},{""trait_type"":""Outfit"",""value"":""Red Shirt""},{""trait_type"":""Collar"",""value"":""No Collar""},{""trait_type"":""Mouth"",""value"":""Face Mask""}]","[{""address"":""7HEQzDVTgSHHJwkjhHzhstnVXgwAo7Z556WmBVsq3RJN"",""share"":100}]","image","[{""uri"":""https://www.arweave.net/V-Xa55EsHIczxSUeu4kqn1j0tVKBhafJU-7Pr6MAnyI?ext=png"",""type"":""image/png""}]",,
"[""3n1mz8MyqpQwgX9E8CNPPZtAdJa3aLpuCSMbPumM9wzZ""]","Lotus Lad #196","[100]","","https://arweave.net/-60odYKdGQDrID30FGn47RqxdrCcvaJAsGnUP7ukrP0","[1]",false,"Eb4XNLAJh4BdDK67X7QP5cvYnCojaa7mYVZxYhPyjtA3",false,"3n1mz8MyqpQwgX9E8CNPPZtAdJa3aLpuCSMbPumM9wzZ","https://explorer.solana.com/address/Eb4XNLAJh4BdDK67X7QP5cvYnCojaa7mYVZxYhPyjtA3","Lotus Lad #196","","Lotus Gang is a collection 4,000 randomly generated lads and ladies on the Solana Blockchain.",500,"https://arweave.net/n0ViMWnbFoUffj5XH1jNyXRFyz0FYDQODIaaKHdHOP0","[{""trait_type"":""background"",""value"":""Blue""},{""trait_type"":""type"",""value"":""Human""},{""trait_type"":""facial hair"",""value"":""No Beard""},{""trait_type"":""accessory 3"",""value"":""Joint""},{""trait_type"":""clothing"",""value"":""No Clothes""},{""trait_type"":""head"",""value"":""Jazzy Hair""},{""trait_type"":""accessory 1"",""value"":""Green Scouter""},{""trait_type"":""accessory 2"",""value"":""No Accessory""},{""trait_type"":""helmet"",""value"":""No Helmet""}]","[{""address"":""JU29Tow84jUUU714QwDhW18nkw5EapvcVeTvFF9PE8g"",""share"":82},{""address"":""2FsKxowquLKtzdQiinkW1e1eZe4FFpJvdLxsAT2LFMoA"",""share"":18}]","image","[{""uri"":""https://arweave.net/n0ViMWnbFoUffj5XH1jNyXRFyz0FYDQODIaaKHdHOP0"",""type"":""image/png""}]","Lotus Gang","Lotus Gang"
